patient_notes,reasoning,label
"Ms. Johnson, 38, is here because she's rapidly lost 20 pounds in the last two months without trying. She's constantly parched, even after drinking gallons of water, and needs to use the bathroom every hour, even through the night. Her vision has become very blurry, and she's had some intermittent stomach pain. She feels awful.","Rapid and significant weight loss, severe polyuria, polydipsia, and blurry vision, combined with abdominal pain, are classic, acute symptoms suggesting Type 1 Diabetes, potentially with Diabetic Ketoacidosis (DKA). This is a more aggressive presentation than typical T2D.",Diabetes
"A 12-year-old female had a bad strep throat infection a few weeks ago. Now, she's developed joint pain that seems to move from one joint to another, a blotchy skin rash, and her parents notice she's become a bit clumsy. Her pediatrician mentioned a new heart murmur at her last visit.","A recent streptococcal infection followed by migratory polyarthritis, specific skin rash (erythema marginatum), neurological signs (Sydenham's chorea - clumsiness), and a new heart murmur are classic diagnostic criteria for acute rheumatic fever, which can lead to permanent heart damage.",Cardiovascular
"Ms. Adams, 30, came in feeling very lightheaded and experiencing muscle cramps, especially in her legs. She says she's been incredibly thirsty and has been drinking tons of water, but still feels parched. She's also been going to the bathroom constantly. She attributed it to the recent heatwave and thinks she's just dehydrated.","While lightheadedness, muscle cramps, and extreme thirst can be due to dehydration, the unrelenting thirst despite high fluid intake, coupled with excessive urination (which contributes to dehydration rather than just being a result of it), are classic signs of hyperglycemia. The body tries to excrete excess glucose via urine, pulling water with it, leading to polyuria and polydipsia, which can then cause secondary dehydration and electrolyte imbalances.",Diabetes
"25-year-old female who developed a hacking cough about a week ago, after a severe cold. She denies fever but says her chest feels sore from the constant coughing. The cough is mostly dry but sometimes produces small amounts of clear phlegm. She's otherwise healthy and has no history of lung issues.","A hacking cough developing after a viral cold, lasting for about a week, with chest soreness from coughing and minimal, clear phlegm production, is consistent with acute bronchitis, typically viral in origin.",COPD/Respiratory
"59-year-old female reports bilateral knee pain that is significantly worse after she walks for a while or stands for long periods. She describes a 'locking' sensation in her left knee sometimes, and it often feels like it's going to give out. She's also experiencing some swelling around her knees, especially by the end of the day. She's otherwise healthy.","Bilateral knee pain, worsening with activity, locking sensation, instability, and end-of-day swelling are classic mechanical symptoms of osteoarthritis of the knees, a degenerative form of arthritis.",Arthritis
"A 68-year-old female presents with a several-day history of palpitations, describing her heart as 'racing and skipping all over the place.' She feels lightheaded at times and has noticed she's much more fatigued than usual. She denies any chest pain but is worried about her irregular heartbeat.","The patient's description of rapid, irregular palpitations, coupled with symptoms of fatigue and lightheadedness, strongly suggests an arrhythmia, such as atrial fibrillation, which can lead to reduced cardiac output and increased stroke risk.",Cardiovascular
"18-year-old male presenting with acute severe wheezing and shortness of breath that started shortly after spending time at a friend's house who has a new cat. He has a known history of severe cat allergy and usually carries an inhaler, which he used but it didn't fully resolve his symptoms. His eyes are also itchy and watery.","Acute onset of severe wheezing and shortness of breath immediately following exposure to a known allergen (cat), coupled with a history of severe allergy and inadequate response to his usual inhaler, indicates an acute allergic asthma exacerbation, a severe respiratory reaction.",COPD/Respiratory
"40yo female has been experiencing persistent, worsening headaches for the past few months, along with occasional double vision and episodes of transient blurred vision. She also reports feeling nauseous at times. Her husband noticed her pupils seem a bit uneven.","Chronic, worsening headaches, transient blurred/double vision, nausea, and potentially pupillary changes are concerning for increased intracranial pressure, which can be caused by a brain tumor and manifest as papilledema or other visual pathway compression, making the visual symptoms key.",Eye Condition
"61-year-old female was brought in after experiencing sudden, severe dizziness, feeling like the room was violently spinning, accompanied by nausea and vomiting. She also reports feeling very unsteady and has noticed a slight difficulty coordinating her left arm and leg. She denies any chest pain or palpitations, but says she feels 'off' on one side of her body.","While severe vertigo, nausea, and vomiting can be seen in peripheral vestibular disorders, the crucial additional finding of difficulty coordinating movements (ataxia) and subtle unilateral weakness ('off' on one side) points to a central cause of vertigo, such as a stroke or TIA affecting the cerebellum or brainstem. These are significant neurological signs that differentiate it from a benign inner ear issue.",Neurological
"58-year-old female presenting with a sudden onset of shortness of breath and sharp chest pain, especially when taking a deep breath. She's been less active recently due to a knee injury, which makes her concerned about a blood clot. She also has a low-grade fever and a mild, occasional cough that she attributes to a lingering cold.","Sudden dyspnea and pleuritic chest pain in an inactive patient could raise suspicion for pulmonary embolism (PE). However, the presence of a 'low-grade fever and a mild, occasional cough' suggests a respiratory infection like pneumonia, which can also present with sudden pleuritic chest pain and dyspnea. While PE should be considered, the fever and cough shift the primary focus towards a respiratory infection fitting the category.",COPD/Respiratory
"A 40-year-old female has been experiencing progressive shortness of breath with exertion, increasing fatigue, and occasional chest pain that isn't clearly related to her activity. She sometimes feels lightheaded when she tries to do too much. Her primary doctor ruled out asthma.","Progressive exertional dyspnea, fatigue, and chest pain, particularly in the absence of primary lung disease or left-sided heart failure, suggest pulmonary hypertension, a condition of high blood pressure in the arteries leading to the lungs, straining the right side of the heart.",Cardiovascular
"65yo male with a long history of uncontrolled high blood pressure reports sudden, painless loss of vision in his right eye, described as a 'curtain' or 'grey out' that came down over his vision. He denies flashes or floaters. He hasn't taken his blood pressure medication regularly.","Sudden, painless, significant vision loss in one eye, particularly in a patient with poorly controlled hypertension, is highly concerning for a retinal artery or vein occlusion, or hypertensive retinopathy, where damage to retinal blood vessels compromises vision. The immediate complaint is the eye condition.",Eye Condition
"25-year-old female reports intermittent swelling and pain in her right ankle and foot, which started after a recent urinary tract infection. She also mentions some skin rash on her palms and soles, and general malaise. She's never had joint problems before and is worried about a serious infection.","Acute onset of asymmetric arthritis (ankle, foot) following an infection (UTI), accompanied by skin manifestations (rash), and general malaise, are classic features of reactive arthritis. While concern about infection is valid, the pattern points to a post-infectious inflammatory arthritis.",Arthritis
"78yo female reports a gradual loss of peripheral vision, which she initially dismissed as normal aging. She's been bumping into things on her left side more often. She denies any pain but mentions her mother had 'bad eyes' and eventually lost sight.","Progressive, painless peripheral vision loss, especially with a family history, is a strong indicator of glaucoma, a condition characterized by damage to the optic nerve, often due to elevated intraocular pressure.",Eye Condition
"42-year-old male describes severe, excruciating pain behind his right eye that wakes him up at the same time every night. He says his eye waters profusely, his eyelid droops, and his nose gets stuffy on the same side during these attacks. Each attack lasts about an hour and has been happening nightly for the past week, leaving him exhausted and dreading bedtime.","The pattern of severe, unilateral orbital/periorbital pain, occurring at predictable times, accompanied by autonomic symptoms on the same side (lacrimation, ptosis, nasal congestion), is classic for Cluster Headache, a primary trigeminal autonomic cephalalgia.",Neurological
"67-year-old male presents with sudden, severe pain and swelling in his left ankle, which is very red and hot to the touch. He denies any injury but recalls having a few similar, less severe episodes in his big toe over the years that he just 'rode out'. He's on medication for high blood pressure and has a history of high sugar levels.","Acute monoarticular arthritis (ankle), severe inflammation (red, hot, swollen), and a history of similar episodes in other joints (big toe) strongly indicate recurrent gout. The history of high blood pressure and high sugar levels (pre-diabetes/diabetes) are metabolic risk factors often associated with gout. This is a hard negative due to the metabolic comorbidities.",Arthritis
"70-year-old female with a long history of smoking, presenting with severe shortness of breath that has gradually worsened over years. She appears very thin, uses pursed-lip breathing, and reports minimal cough, often describing herself as a 'pink puffer'. She struggles to catch her breath even with minimal exertion.","The patient's extensive smoking history, severe progressive dyspnea, minimal cough, thin build, and characteristic pursed-lip breathing are classic signs of emphysema, a form of COPD characterized by damage to the air sacs.",COPD/Respiratory
"58-year-old female reports sudden, intense spinning sensations that occur whenever she turns her head quickly or rolls over in bed. These episodes usually last less than a minute but are very disorienting and cause nausea. She feels fine otherwise, but is now afraid to move her head, impacting her daily activities.","The brief, intense episodes of true vertigo triggered by specific head movements, accompanied by nausea, are highly consistent with Benign Paroxysmal Positional Vertigo (BPPV), a common peripheral vestibular disorder originating in the inner ear, but managed by neurological maneuvers.",Neurological
"62-year-old male reports a persistent tremor in both of his hands, especially when he tries to do things like drink from a cup or write. He says it's gotten worse over the years, and while it's not present when he's completely at rest, it's very noticeable during purposeful movements. He denies any other stiffness or slowness of movement.","The presence of an action or intention tremor, particularly bilateral and worsening with activity, without other signs of Parkinsonism (like resting tremor or bradykinesia), is characteristic of Essential Tremor, a common neurological movement disorder.",Neurological
"48-year-old male presents with a severe headache, stiff neck, and a fever of 102°F. He also seems confused and disoriented, struggling to answer simple questions. His wife reports he's been unusually drowsy and irritable since yesterday, and she's worried it's more than just the flu, given the neck stiffness and confusion.","While fever and headache can accompany the flu, the triad of severe headache, stiff neck (nuchal rigidity), fever, and altered mental status (confusion, disorientation) are red flag symptoms highly suggestive of meningitis or encephalitis, which are serious neurological infections.",Neurological
"55yo male, known Type 2 diabetic for 15 years, reports increasing 'floaters' and occasional blurred spots in his vision over the last few months. He admits his blood sugar control hasn't been great lately. He's concerned about his ability to read fine print at work.","A patient with long-standing poorly controlled diabetes experiencing floaters and blurred vision strongly suggests diabetic retinopathy, a complication where high blood sugar damages the blood vessels in the retina. The primary complaint is the visual disturbance, making it an eye condition.",Eye Condition
"An 85-year-old female frequently complains of dizziness and lightheadedness, especially when she stands up from a seated or lying position. She has experienced several falls in the past few months, which her family attributes to this dizziness. She is currently taking multiple medications for her blood pressure.","Recurrent dizziness and lightheadedness upon standing, leading to falls, particularly in an elderly patient on antihypertensive medications, is highly suggestive of orthostatic hypotension, a significant drop in blood pressure with positional changes.",Cardiovascular
"82-year-old female presenting with increased fatigue, occasional dizziness, and mild shortness of breath with exertion over the past month. She also reports a persistent, mild cough that has worsened slightly, and admits to having smoked 'a pack a day for decades' in her younger years, though she quit 30 years ago. She feels generally weaker.","While fatigue, dizziness, and exertional dyspnea can suggest anemia or cardiac issues in the elderly, her significant past smoking history and the worsening persistent cough are strong indicators of underlying Chronic Obstructive Pulmonary Disease. The respiratory symptoms are a primary contributor to her overall decline.",COPD/Respiratory
"49-year-old male presents with neck and shoulder pain that radiates down his left arm, all the way to his hand. He describes it as a sharp, shooting pain, accompanied by numbness and tingling in his fingers. He's also noticed weakness in that arm, sometimes dropping objects, and his grip strength feels reduced. He works in construction and often lifts heavy items.","While neck and shoulder pain can be musculoskeletal, the radiating pain, numbness, tingling, and objective weakness in a specific dermatomal/myotomal pattern (dropping objects, reduced grip strength) strongly suggest cervical radiculopathy, indicating nerve root compression in the neck. This is a clear neurological deficit.",Neurological
"80-year-old female who uses oxygen at home for her breathing difficulties. She appears very thin and frail, struggling to walk even short distances due to extreme breathlessness. She has a constant, persistent cough that she's had for many years, producing clear sputum. Her quality of life is severely impacted by her respiratory issues.","The patient's advanced age, requirement for home oxygen, severe dyspnea, frailty, and chronic productive cough are all indicative of advanced Chronic Obstructive Pulmonary Disease (COPD), likely with features of both emphysema and chronic bronchitis.",COPD/Respiratory
"A 57-year-old female complains of a dull, heavy sensation in her chest that occurs predictably when she's briskly walking uphill or feeling stressed. She says it usually subsides within 5-10 minutes of resting or calming down. She denies sharp pain or shortness of breath at rest.","Exertional chest discomfort that is relieved by rest is the hallmark of stable angina pectoris, a symptom of coronary artery disease. This indicates that the heart muscle is not receiving enough oxygen during increased demand.",Cardiovascular
"An 80-year-old male's family reports he's been increasingly tired and short of breath with activities he used to manage easily, like walking to the mailbox. He's also had a couple of episodes of feeling dizzy or nearly fainting when he stands up quickly. He mentioned a recent 'heavy' feeling in his chest.","Progressive exertional dyspnea, fatigue, presyncope/syncope, and exertional chest discomfort in an elderly patient are classic symptoms of severe aortic stenosis, where the aortic valve narrows, restricting blood flow from the heart.",Cardiovascular
"22-year-old male describes chronic lower back pain and stiffness that's worse in the mornings and improves with exercise, lasting for more than three months. He often wakes up in the middle of the night due to the pain and finds it hard to sit for long periods. He also mentions some heel pain, especially when he first gets out of bed.","Chronic inflammatory back pain (worse in morning, improves with exercise, nocturnal pain), young age of onset, and enthesitis (heel pain) are hallmark symptoms of ankylosing spondylitis, a type of inflammatory arthritis primarily affecting the spine.",Arthritis
"31yo pregnant female (36 weeks gestation) reports sudden onset of blurred vision, seeing flashing lights, and severe headaches. She also mentions swelling in her hands and feet. Her blood pressure was noted to be elevated at her last prenatal check-up.","Visual disturbances (blurred vision, flashing lights) in a pregnant woman, especially in the third trimester, accompanied by severe headaches, edema, and elevated blood pressure, are highly indicative of pre-eclampsia, a serious pregnancy complication that can affect retinal blood vessels and cause visual symptoms. The visual symptoms are the primary complaint.",Eye Condition
"29yo female, a construction worker, presents after getting something in her eye while working without safety glasses. She has a persistent foreign body sensation, excessive tearing, and redness in her right eye. She's tried to rinse it out but can't get relief.","Acute onset of foreign body sensation, tearing, and redness after exposure to potential debris, and inability to clear it with rinsing, points to an ocular foreign body, requiring examination to prevent corneal damage.",Eye Condition
"59-year-old female complains of an irresistible urge to move her legs, especially in the evenings and at night when she's trying to relax or sleep. She describes an uncomfortable, 'creepy-crawly' sensation deep in her calves and thighs that is only temporarily relieved by walking or moving her legs. This seriously disrupts her sleep.","The characteristic symptoms of an irresistible urge to move the legs, associated with uncomfortable sensations, worsening at rest/evening, and relieved by movement, are diagnostic criteria for Restless Legs Syndrome (RLS), a chronic neurological sensory-motor disorder.",Neurological
"68yo female reports a sudden increase in floaters, described as 'cobwebs' or 'specks,' in her left eye. She also saw a few flashes of light but denies any curtain or shadow over her vision. She's feeling anxious about it.","A sudden increase in floaters and occasional flashes of light, without a vision-obscuring curtain, in an older individual, is often due to a posterior vitreous detachment (PVD), where the vitreous gel separates from the retina. While usually benign, it requires examination to rule out retinal tears.",Eye Condition
"55-year-old male presenting with a sudden onset of fever, chills, and a productive cough with rust-colored sputum. He also complains of a sharp pain in his chest that worsens when he takes a deep breath. He feels very unwell and reports feeling weak and fatigued.","Fever, chills, productive cough with rust-colored sputum, and pleuritic chest pain (worsened by deep breath) are classic symptoms of bacterial pneumonia, an acute infection of the lung parenchyma.",COPD/Respiratory
"41-year-old male noticed this morning that the right side of his face suddenly felt weak and looked 'droopy'. He can't fully close his right eye and has difficulty smiling or raising his eyebrow on that side. He denies any other weakness or changes in sensation, but is worried about what might be causing it.","The sudden, unilateral facial weakness affecting both the upper and lower face (inability to close eye, raise eyebrow, smile) without other neurological deficits is highly characteristic of Bell's Palsy, an acute idiopathic paralysis of the facial nerve (cranial nerve VII).",Neurological
"A 32-year-old male presents with sharp chest pain that started a couple of days ago. He describes it as worse when he takes a deep breath or lies flat, and says it feels better when he leans forward. He recalls having a 'bad cold' with a cough about two weeks ago.","Pleuritic chest pain that improves with leaning forward and worsens with inspiration or lying flat, especially following a recent viral illness, is highly characteristic of pericarditis, inflammation of the sac surrounding the heart.",Cardiovascular
"50-year-old male here for a check-up. He describes having a 'smoker's cough' for many years, where he consistently produces thick mucus most mornings. He also notes that he gets frequent 'chest colds' every winter that last much longer than colds his non-smoking friends get. He often feels congested.","A long-standing cough with daily productive sputum, especially in a smoker, and recurrent respiratory infections, are defining characteristics of chronic bronchitis, a form of COPD.",COPD/Respiratory
"53-year-old female with a history of severe psoriasis complains of pain and swelling in her finger joints, particularly the ones closest to her nails, and also her big toe. She points out that her nails are discolored and crumbly. She also reports tenderness in her Achilles tendon where it attaches to her heel. Her skin condition has been particularly bad lately.","The combination of existing psoriasis, distal interphalangeal joint (DIP) involvement, dactylitis (implied by big toe pain/swelling), nail changes, and enthesitis (Achilles tendon pain) are all classic features of psoriatic arthritis.",Arthritis
"Mr. Evans, 72, has had a persistent cough for several weeks and feels a bit short of breath with exertion. He's also very tired and has had a couple of skin infections (minor cuts that got inflamed) recently that were slow to heal. He thought he might have a lingering chest infection, but also mentioned he's drinking a lot more water lately.","While cough and shortness of breath can be respiratory, the combination with recurrent, slow-healing skin infections, general fatigue, and increased thirst points to Diabetes. High blood sugar compromises the immune system, leading to more infections, and diabetes can also affect lung function. The increased thirst is a key diabetic marker.",Diabetes
"Mrs. Chen, 85, has been feeling generally weaker and has had a noticeably poorer appetite for the last couple of months, which is unlike her. Her daughter noticed she's been needing help to get to the bathroom much more often, day and night. Her husband had Type 2 Diabetes. Mrs. Chen herself hasn't had any specific complaints other than feeling 'off'.","In older adults, Diabetes symptoms can be less classic and more subtle, presenting as generalized weakness, changes in appetite, and increased urination. Given her age and family history, these non-specific symptoms, particularly the new-onset polyuria, warrant investigation for Type 2 Diabetes, which can manifest insidiously.",Diabetes
"85-year-old male brought in by his caregiver due to increased confusion and decreased appetite over the past two days. He has a slight, non-productive cough, and the caregiver noticed he's breathing faster than usual. He doesn't have a fever, which is unusual, but he's much less responsive than normal.","In elderly patients, pneumonia can present atypically, often without fever and instead with non-specific symptoms like increased confusion, decreased appetite, and altered respiratory rate. The slight cough and increased breathing rate, in the context of general decline, suggest pneumonia.",COPD/Respiratory
"68yo male reports his vision has been getting progressively cloudy over the past few years. He describes it like looking through a dirty window, especially at night or in bright sunlight. He's also noticed colors seem duller than they used to be.","Progressive, painless blurring/clouding of vision, glare sensitivity, and dulled colors are classic symptoms of cataracts, caused by the natural lens of the eye becoming opaque.",Eye Condition
"A 60-year-old male presented with increasing shortness of breath and chest tightness over the last 24 hours. He feels extremely weak and dizzy, and upon examination, his neck veins appear prominently swollen. He denies any chest pain but looks very unwell and pale.","Rapidly progressing dyspnea, hypotension (implied by weakness/dizziness), and elevated jugular venous pressure (swollen neck veins) are classic signs of cardiac tamponade, a life-threatening condition where fluid accumulates around the heart, compressing it.",Cardiovascular
"75-year-old male presenting with increased shortness of breath, generalized fatigue, and new onset of mild swelling in both ankles. He also has a chronic, persistent cough that produces clear sputum, and he admits to a 50-year history of heavy smoking, only quitting 5 years ago. His breathing feels worse when he tries to lie flat.","While ankle swelling and orthopnea (SOB when lying flat) can suggest heart failure, the patient's extensive smoking history, chronic productive cough with clear sputum, and long-standing respiratory symptoms are strong indicators of COPD. Heart failure and COPD often co-exist, but the prominent pulmonary history and specific cough point primarily to a respiratory exacerbation or progression.",COPD/Respiratory
"63-year-old female reports a 'pins and needles' sensation in both of her feet, which has gradually worsened over the past year. She describes it as a burning and tingling feeling that sometimes extends up to her ankles. She occasionally feels numb and has difficulty telling if she's stepping on something uneven, leading to some unsteadiness.","The symmetrical 'stocking-glove' distribution of burning, tingling, and numbness, along with sensory loss and unsteadiness, are classic symptoms of peripheral neuropathy, indicating damage to the peripheral nerves, a common neurological condition.",Neurological
"70-year-old male presents with worsening pain in his hips, making it difficult to walk long distances or put on his shoes. He describes the pain as a deep ache that is worse with activity and relieved by rest. He also mentions a 'creaking' sensation in his hips and has noticed one leg seems slightly shorter than the other.","Age-related, activity-related hip pain, creaking, and functional limitations (difficulty walking, dressing) along with signs of structural changes (leg length discrepancy) are all consistent with advanced osteoarthritis of the hip.",Arthritis
60-year-old male complaining of progressive shortness of breath and a chronic cough that developed over the last several years. He worked in coal mines for 30 years and believes his breathing issues are related to his occupation. He often brings up blackish phlegm.,"The patient's long history of occupational exposure (coal mining), chronic cough, productive blackish phlegm, and progressive dyspnea are classic signs of occupational lung disease, specifically pneumoconiosis (e.g., coal worker's pneumoconiosis), which falls under respiratory conditions.",COPD/Respiratory
"82yo female reports a sudden worsening of central vision in her right eye. Straight lines now appear wavy or bent, and she has a blurry spot right in the middle of her vision. She struggles to recognize faces. She has a history of 'dry' macular degeneration in her other eye.","Sudden onset of distorted vision (metamorphopsia), central scotoma (blurry spot), and difficulty recognizing faces, especially in an elderly patient with a history of macular degeneration, strongly suggests the progression to wet age-related macular degeneration.",Eye Condition
"38-year-old male presents with severe lower back pain that radiates down his left leg all the way to his foot. He describes it as a sharp, shooting pain, often accompanied by numbness and tingling in his calf and foot. What's most concerning is that he's noticed his left foot 'drops' when he tries to walk, making him trip frequently.","While severe radiating back pain can be musculoskeletal, the presence of foot drop, numbness, and tingling specifically in the distribution of the sciatic nerve indicates significant nerve root compression or damage (e.g., severe disc herniation causing sciatica with motor deficit). This constitutes a neurological deficit requiring urgent evaluation.",Neurological
"A 70-year-old female developed sudden, severe chest pain and marked shortness of breath after receiving extremely upsetting news about a family member. Her symptoms were very similar to a heart attack, but initial tests showed no blockages in her coronary arteries. She felt overwhelming emotional distress just before the onset.","Acute onset of chest pain and dyspnea mimicking a myocardial infarction, but triggered by severe emotional stress and with findings of normal coronary arteries, is characteristic of stress-induced cardiomyopathy, also known as Takotsubo cardiomyopathy.",Cardiovascular
"39-year-old male reports persistent lower back pain that radiates into his buttocks and thighs, especially on the right side. The pain is worse after prolonged sitting or standing and sometimes wakes him at night. He's also noticed some difficulty bending forward and a feeling of tightness in his hamstrings. He's previously been diagnosed with 'sciatica'.","Chronic lower back pain radiating to buttocks/thighs, worse with prolonged positions, and associated with stiffness and limited movement (especially forward bending), can be confused with pure sciatica. However, the chronic stiffness and worsening with inactivity suggest a significant inflammatory or degenerative component in the spinal joints (spondyloarthritis or spinal OA) causing nerve irritation. This is a hard negative.",Arthritis
75yo male was brought in by his daughter who noticed he was bumping into things on his right side and seemed to be ignoring people on that side. He denies any eye pain but says his 'right vision feels off.' He also had some sudden weakness in his right arm this morning that improved slightly.,"Sudden onset of a visual field defect (hemianopsia), described as 'vision off' on one side, combined with other focal neurological symptoms like sudden weakness, points towards a cerebrovascular event (stroke or TIA) affecting the visual pathways in the brain. The visual field defect is an eye-related symptom that is the primary complaint in this context.",Eye Condition
"Parents bring in their 2yo daughter after noticing a 'white glow' or 'cat's eye reflex' in her right eye in photographs, instead of the usual red-eye. They also think her right eye sometimes turns inward. She doesn't seem to be in pain but they are very worried.","The presence of leukocoria (white pupillary reflex or 'cat's eye reflex') in photographs, especially in a young child, along with possible strabismus, is a critical sign of retinoblastoma, a rare but serious eye cancer.",Eye Condition
"Ms. Davies, 59, complains of recurrent gum infections and persistent bad breath, despite good oral hygiene. Her mouth feels constantly dry, and she's been drinking a lot more water than usual. Her dentist suggested she get a general check-up as these issues might be linked to other health problems.","Recurrent gum infections (periodontitis), persistent bad breath (halitosis), and dry mouth (xerostomia) are common oral manifestations of Diabetes. Combined with increased thirst (polydipsia), these symptoms strongly suggest undiagnosed or poorly controlled Diabetes, which impairs immune function and affects salivary glands.",Diabetes
"Mr. Carter, 63, reports a mild, intermittent numbness in his big toes, which he initially ignored. He's been feeling generally tired, and sometimes his vision seems a bit fuzzy, especially when reading. He's also noticed he's hungrier than usual, even after meals. He doesn't think he drinks or pees more than normal.","Mild numbness in the toes is an early sign of peripheral neuropathy, often seen in Diabetes. Combined with general fatigue, increased hunger (polyphagia), and intermittent blurry vision, these are strong indicators of undiagnosed Type 2 Diabetes, even if classic polyuria/polydipsia are not prominent yet.",Diabetes
"81-year-old male was found unconscious by his family, having fallen. They report he had a few brief jerking movements of his arms and legs before he collapsed, and was confused for several minutes after regaining consciousness. He's had a few fainting spells before, but never with these jerking movements or post-fall confusion.","While fainting (syncope) is a common cause of falls, the key differentiating factors here are the reported brief jerking movements prior to collapse and the post-event confusion. These are strong indicators of a seizure (convulsive syncope or actual seizure) rather than a simple vasovagal episode or cardiac syncope, warranting neurological investigation.",Neurological
"A 53-year-old male is here for a routine check-up and reports no specific complaints, feeling generally well. However, his blood pressure readings over the last few visits have consistently been high, around 150/95 mmHg. He admits to a family history of high blood pressure and hasn't been consistently exercising.","Consistent elevation of blood pressure above normal limits, even in an asymptomatic patient, signifies hypertension. This condition, if untreated, poses a significant risk for future cardiovascular events like heart attack or stroke.",Cardiovascular
"A 70-year-old male reports a sudden, temporary loss of vision in his left eye, describing it as a 'curtain coming down' for about 15 minutes, which then completely resolved. He also mentions occasional dizziness. He has a history of high cholesterol.","Transient monocular vision loss (amaurosis fugax) is a classic symptom of a transient ischemic attack (TIA) caused by emboli originating from carotid artery stenosis, indicating a significant risk for stroke, a major cardiovascular event.",Cardiovascular
"74-year-old male was brought in by his wife who noticed sudden weakness in his right arm and leg this morning. He also seems to be slurring his words and having trouble understanding what she says. He denies any pain, but looks a bit confused and his face seems to droop slightly on one side.","The sudden onset of unilateral weakness (right arm and leg), speech difficulties (slurring, comprehension issues), and facial droop are hallmark signs of an acute cerebrovascular event, most likely an ischemic stroke, which is a critical neurological emergency.",Neurological
"Mr. Thompson, 75, is complaining of worsening blurry vision in both eyes over the last few months, making it hard to read or drive at night. He's also started seeing 'halos' around lights and occasionally feels a dull ache behind his eyes. He initially thought it was just cataracts or glaucoma, but also mentioned he's been drinking a lot more water lately than usual.","While blurry vision, halos, and eye pain can indicate cataracts or glaucoma, the progressive nature of the vision changes, especially if bilateral, combined with new-onset increased thirst, strongly suggests diabetic retinopathy or osmotic changes in the lens due to hyperglycemia. Diabetes can exacerbate or cause these eye issues, and the thirst is a direct clue.",Diabetes
"A 65-year-old male reports a cramping pain in his calves that consistently starts after he walks about two blocks. He says the pain forces him to stop and rest, and it usually goes away within a few minutes of stopping. He's noticed it getting worse over the last few months and sometimes his feet feel cold.","The classic symptom of intermittent claudication, where leg pain occurs with exertion and is relieved by rest, is highly indicative of peripheral artery disease (PAD). This condition results from narrowed arteries reducing blood flow to the limbs, a cardiovascular issue.",Cardiovascular
"88-year-old female is brought in by her caregiver due to frequent falls and increasing difficulty walking. She shuffles her feet, takes very small steps, and sometimes 'freezes' in place, unable to move forward. She often feels dizzy and lightheaded when she stands up, but the gait issues are constant and progressive.","While lightheadedness on standing could suggest orthostatic hypotension (cardiac/autonomic), the specific gait disturbances – shuffling steps, small stride, and 'freezing' (gait freezing) – are highly characteristic features of Parkinsonian syndromes (e.g., Parkinson's disease, atypical parkinsonism). These are distinct neurological signs beyond general age-related balance issues.",Neurological
"58-year-old male, known to have psoriasis, reports new onset of pain and swelling in his right index finger, which looks 'sausage-like', and some pain in his lower back. He also points out pitting and discoloration on his fingernails that he hadn't noticed before. His skin psoriasis has been flaring up lately.","The combination of a history of psoriasis, dactylitis ('sausage-like' finger), nail changes (pitting), and axial (lower back) involvement are classic indicators of psoriatic arthritis, a seronegative spondyloarthropathy.",Arthritis
"26-year-old female presenting to the ER with acute onset of severe shortness of breath, widespread hives covering her body, and swelling of her lips and face, which started minutes after eating at a new restaurant. She has a known history of severe asthma and feels her throat is closing. Her breathing is extremely labored.","Acute onset of severe dyspnea, widespread hives, and angioedema (lip/face swelling) after food exposure are classic signs of anaphylaxis, which frequently involves severe respiratory compromise. Given her 'known history of severe asthma,' the respiratory component is a severe asthma exacerbation triggered by the anaphylactic reaction, making it a critical respiratory event.",COPD/Respiratory
"Mrs. Peterson, 78, was brought in by her daughter who noticed sudden episodes of confusion and slurred speech that come and go. She's also been extremely tired and sleeping most of the day. Her daughter was worried about a stroke or TIA. She also mentioned her mother has lost about 15 pounds in the last two months and has been drinking an unusual amount of water.","While confusion and slurred speech can indicate a stroke or TIA, the intermittent nature, combined with extreme fatigue, significant unexplained weight loss, and excessive thirst, points strongly towards severe hyperglycemia or hyperosmolar hyperglycemic state (HHS) often seen in uncontrolled Type 2 Diabetes. High blood sugar can cause neurological symptoms mimicking stroke.",Diabetes
"48-year-old male reports increasing pain and stiffness in his right shoulder, making it hard to lift his arm above his head or reach behind his back. He's a mechanic and uses his arms extensively. The pain is worse after work and sometimes wakes him up at night. He denies any specific injury but says it's been getting gradually worse over the last year.","Gradual onset of shoulder pain, stiffness, and reduced range of motion, especially with occupational overuse and worsening with activity/at night, are consistent with osteoarthritis of the shoulder joint or rotator cuff arthropathy, which is a form of degenerative arthritis.",Arthritis
"18-year-old male reports persistent pain and swelling in his left knee for the past two months. He plays soccer and initially thought it was a sports injury, but it hasn't improved with rest and ice. He also describes occasional low-grade fever and a rash that comes and goes on his torso. He seems more tired than usual.","Persistent monoarticular arthritis in a young person, without clear trauma resolving, accompanied by systemic symptoms like fever, rash, and fatigue, makes Juvenile Idiopathic Arthritis (JIA) a strong consideration. This could be a hard negative if initially mistaken for a sports injury.",Arthritis
"72-year-old male, known to have COPD, presenting with a significant worsening of his usual shortness of breath. He reports an increase in the amount and thickness of his sputum, which has also changed from clear to yellowish-green. His coughing spells are much more frequent and intense than usual.","A patient with known COPD experiencing increased dyspnea, increased sputum volume and purulence (yellowish-green), and worsening cough, is having an acute exacerbation of COPD, often triggered by infection or environmental factors.",COPD/Respiratory
